|________|________|_______________|_______|____________|__________|
|PID     | PPID   | STATUS        |THREADS| MEMORY     |OPEN FILES|
|________|________|_______________|_______|____________|__________|
|     847|       1|    s(sleeping)|      1|    3.228000|
|     865|       1|    s(sleeping)|      1|    0.104000|
|     867|       1|    s(sleeping)|      1|    0.056000|
|     872|     847|    s(sleeping)|      1|    0.288000|
|     930|       1|    s(sleeping)|      4|    2.284000|
|     937|     777|    s(sleeping)|      3|    2.336000|
|     939|     937|    s(sleeping)|      2|  124.519997|
|     950|     847|    s(sleeping)|      1|    4.828000|
|     954|     937|    s(sleeping)|      4|    4.912000|
|    1081|     954|    s(sleeping)|      1|    0.040000|
|    1083|     847|    s(sleeping)|      4|    0.188000|
|    1088|    1083|    s(sleeping)|      1|    0.328000|
|    1091|     847|    s(sleeping)|      3|    1.848000|
|    1116|     847|    s(sleeping)|      3|    2.508000|
|    1121|     847|    s(sleeping)|      6|    0.060000|
|    1130|     847|    s(sleeping)|      4|    7.900000|
|    1132|       1|    s(sleeping)|      3|    0.008000|
|    1161|     847|    s(sleeping)|      3|    2.448000|
|    1188|     847|    s(sleeping)|      6|    1.876000|
|    1192|     847|    s(sleeping)|      4|    1.320000|
|    1201|     847|    s(sleeping)|      4|    1.412000|
|    1202|       1|    s(sleeping)|      3|    1.928000|
|    1241|     847|    s(sleeping)|      3|    2.160000|
|    1255|     847|    s(sleeping)|      3|    3.992000|
|    1262|     847|    s(sleeping)|      4|    0.096000|
|    1270|     847|    s(sleeping)|      3|    1.572000|
|    1274|     847|    s(sleeping)|      3|    1.292000|
|    1278|     847|    s(sleeping)|      3|    1.668000|
|    1282|     847|    s(sleeping)|      4|    1.924000|
|    1287|       1|    s(sleeping)|      3|   19.672001|
|    1293|     954|    s(sleeping)|      5|    7.260000|
|    1294|     954|    s(sleeping)|      3|    0.776000|
|    1297|     954|    s(sleeping)|      3|    1.184000|
|    1298|     954|    s(sleeping)|      3|    1.148000|
|    1300|     954|    s(sleeping)|      4|    0.904000|
|    1303|     954|    s(sleeping)|      5|    0.652000|
|    1304|     954|    s(sleeping)|      4|    0.944000|
|    1305|     954|    s(sleeping)|      4|    5.452000|
|    1308|     954|    s(sleeping)|      3|    5.684000|
|    1317|     954|    s(sleeping)|      4|    1.304000|
|    1318|     954|    s(sleeping)|      3|    5.992000|
|    1319|     954|    s(sleeping)|      4|    9.720000|
|    1320|     954|    s(sleeping)|      4|    1.200000|
|    1321|     954|    s(sleeping)|      4|    1.564000|
|    1322|     954|    s(sleeping)|      4|    5.360000|
|    1323|     954|    s(sleeping)|      5|   10.312000|
|    1324|     954|    s(sleeping)|      4|    1.324000|
|    1379|       1|    s(sleeping)|      3|    0.324000|
|    1410|       1|    s(sleeping)|      3|    4.168000|
|    1428|     954|    s(sleeping)|      4|   19.264000|
|    1430|     954|    s(sleeping)|      6|    7.844000|
|    1434|     954|    s(sleeping)|      3|    1.124000|
|    1465|    1116|    s(sleeping)|      3|    1.784000|
|    1483|     847|    s(sleeping)|     10|    2.632000|
|    1520|     847|    s(sleeping)|      6|    2.168000|
|    1588|     847|    s(sleeping)|      3|    2.076000|
|    1606|     847|    s(sleeping)|      6|   26.480000|
|    1623|     847|    s(sleeping)|      4|   23.011999|
|    1633|    1623|    s(sleeping)|      1|    2.472000|
|    1676|     954|    s(sleeping)|      4|   61.091999|
|    1678|     954|    s(sleeping)|      4|    5.636000|
|    1695|       1|    s(sleeping)|      5|    4.692000|
|    1720|       1|    s(sleeping)|      3|    2.844000|
|    1826|     954|    s(sleeping)|      4|    3.672000|
|    1879|       1|    s(sleeping)|     60|  225.287994|
|    2038|    1879|    s(sleeping)|     20|  140.587997|
|    2121|    1879|    s(sleeping)|     19|   66.587997|
|    2235|     847|    s(sleeping)|      3|    2.532000|
|    2241|     847|    s(sleeping)|      3|    0.956000|
|    2317|    1116|    s(sleeping)|      4|    1.064000|
|    2360|    1116|    s(sleeping)|      3|    0.356000|
|    2554|     847|    s(sleeping)|      4|   55.380001|
|    3465|    1879|    s(sleeping)|     19|  110.984001|
|    4940|    1879|    s(sleeping)|     19|   98.972000|
|    4992|    1879|    s(sleeping)|     19|   56.776001|
|    5095|    1879|    s(sleeping)|     19|   73.335999|
|    5291|    1879|    s(sleeping)|     19|   74.143997|
|    5840|       1|    s(sleeping)|      1|    1.108000|
|    5842|       1|    s(sleeping)|      3|    2.064000|
|    6643|    1879|    s(sleeping)|     19|  141.852005|
|    6851|    1879|    s(sleeping)|     19|   74.568001|
|   10202|     566|    s(sleeping)|      1|    0.008000|
|   11160|       2|        i(idle)|      1|    0.000000|
|   11753|       2|        i(idle)|      1|    0.000000|
|   11833|    1623|    s(sleeping)|      1|    2.208000|
|   11841|    1623|    s(sleeping)|      1|    2.168000|
|   12072|    1623|    s(sleeping)|      1|    2.308000|
|   12158|       2|    s(sleeping)|      1|    0.000000|
|   12201|       2|        i(idle)|      1|    0.000000|
|   12208|     954|    s(sleeping)|      7|  272.768005|
|   12248|   12208|    s(sleeping)|      3|    8.224000|
|   12254|   12248|    s(sleeping)|      4|    5.924000|
|   12255|   12248|    s(sleeping)|      4|   18.604000|
|   12258|       1|    s(sleeping)|      3|   15.336000|
|   12271|     847|    s(sleeping)|      3|    6.224000|
|   12293|       1|    s(sleeping)|      9|   22.500000|
|   12383|   12248|    s(sleeping)|      3|    6.504000|
|   12740|       2|        i(idle)|      1|    0.000000|
|   13362|       2|        i(idle)|      1|    0.000000|
|   13634|   12072|     r(running)|      1|    2.264000|
|________|________|_______________|_______|____________|__________|
